"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean","auc.lt5.test_mean"
365,0.6,0,0.5,0.25,1,0.1,"relu",0.2,0.8,0.884890295813396,-24.7417395885989,0.461285396984317,4.01950548760544,0.269445160337417,0.612554843922968,0,0.657596616473999,-10.3882530543119,-0.443679860975291,1.71037986139437,0.093005956671085,0.230533753956952,14.2
366,0.6,0.4,0.5,1,1,0.1,"relu",0.4,0.1,0.90532215586018,-23.406246346879,0.504170644629734,4.6452562897249,0.299646249086354,0.655674647983257,0,0.650447220566201,-10.6326745330412,-0.465831846562411,1.74345257324667,0.0921150212175792,0.219539207443724,14
367,0.4,1,1,0.75,1,0.2,"relu",0.4,1,0.866807676686117,-26.3150944294058,0.41141817237793,3.24342462993708,0.22770964518771,0.576883687935384,0,0.661918923480732,-9.68936160192201,-0.140453048664154,1.64925253714961,0.0868093325635738,0.246895512927478,11
368,0.8,0.4,0.75,0.25,1,0.1,"relu",0,0.8,0.855435712895361,-26.9060725912986,0.392524248490533,3.02577053470976,0.216334032022775,0.551193326010877,0,0.635960796862475,-10.5429533588621,-0.407143035318498,1.59440305795221,0.0789850449789183,0.206306795798232,15.8
369,0.8,0.4,0.25,0.75,1,0.2,"relu",1,0.3,0.883043720689182,-25.5350325359164,0.435735233243008,3.41302113890756,0.242118154472164,0.605453477889485,0,0.655385176887562,-9.87637666948211,-0.170955591195566,1.59838258285206,0.0842440705134824,0.230813233766388,14
370,0.2,1,0.5,0,2,0.1,"relu",0.7,0.6,0.88077397805815,-25.1310516796612,0.446876326631483,3.63812643730192,0.259717334032689,0.603903858300134,0,0.66055470962812,-10.2142436236347,-0.288099581971735,1.73160764668194,0.0977126846260097,0.240230844428589,12.4
371,0.8,0.6,0.25,0,2,0.1,"relu",0.4,0,0.882287814584522,-24.9464548954877,0.453290030055677,3.71579337422403,0.262003534742594,0.607749362315109,0,0.65338286005214,-10.3276242996327,-0.400507435585589,1.67821258432801,0.0944030682611691,0.226396951054352,14
372,0.8,0,0,0.25,1,0.4,"relu",0.6,1,0.82321897153603,-28.7950959371994,0.32233841843711,2.42005683563335,0.177199471201887,0.494025924761001,0,0.637085871110371,-9.58256827857314,-0.0925116814327757,1.44248444683245,0.0698775456110336,0.197563195351038,15
373,0.4,1,0.25,0,2,0.3,"relu",0.5,0.5,0.816768377391548,-29.4515799484389,0.293658559876732,2.0835018267905,0.149712090865159,0.476029625712938,0,0.657506086812734,-9.12698330336849,0.00295159090428457,1.41140094636828,0.0684392666148553,0.236471038535918,11.4
374,0.4,0.2,0.25,0.5,1,0.3,"relu",0.9,0.5,0.839848094816692,-28.2652175522179,0.34214263633609,2.46436562927022,0.180593247372355,0.519318547789043,0,0.664626320662375,-9.37473353538136,-0.0413403191421962,1.49451176890436,0.0770233466464788,0.251566698745735,11.4
375,0.4,0.4,0.5,0.5,2,0.3,"relu",0.4,0.6,0.808273986800118,-29.7057713030675,0.283951606473332,2.04614693059353,0.14671587691201,0.463436872220426,0,0.648797804813152,-9.28056342083439,-0.0117890838502411,1.36642745924055,0.0615273656954195,0.219495565437621,12.6
376,0,0,0,0.25,2,0.4,"relu",0.4,0.6,0.820261430260199,-29.0105813642072,0.316195687415292,2.34839780505688,0.166303529318619,0.487923829757512,0,0.640779610708896,-9.64200867601255,-0.0845000132769524,1.47992335843665,0.0699539612290024,0.197145961910949,14.8
377,1,1,0,0.25,2,0.4,"relu",0,0.4,0.788205848012105,-30.7904992157842,0.2435895597622,1.78464217467361,0.131481379498639,0.426487200435136,0,0.629411518687969,-9.34122881437483,-0.0181960161285444,1.2986404352766,0.058508107129418,0.189283998126853,18.6
378,0.6,0.2,0.25,0.25,2,0.1,"relu",0.9,0.1,0.883540360742416,-24.926688716981,0.45371787639533,3.67941674036904,0.265979267141035,0.60819418480839,0,0.655370581324026,-10.5476108097885,-0.409487149646661,1.72073638187049,0.095808322939021,0.230643380869259,13
379,0.4,1,0,0.5,2,0.2,"relu",0.7,0.2,0.868215955910679,-26.0338868663279,0.417648994666075,3.34592935450334,0.240089530045032,0.578781761129509,0,0.654690135994307,-10.0199547614192,-0.266637153937208,1.74884697021797,0.0921477914814811,0.226728892706472,13.2
380,0.8,1,0.25,0.75,2,0.2,"relu",0.3,1,0.850765193134104,-27.6383506240256,0.364200656057586,2.64589315540535,0.195743922690984,0.538897324685891,0,0.660637246304422,-9.51833638785348,-0.0989337898465019,1.57987930079298,0.0841544511071243,0.243664467683776,12.2
381,0,0.4,0.5,0,1,0.3,"relu",0.2,0.9,0.857901874214621,-27.3757817898275,0.375191963587353,2.67654134464085,0.19101982191815,0.552189193348024,0,0.664313745230752,-9.38164147289596,-0.0466737036488192,1.54090493986026,0.0778807764124367,0.248661587164041,14
382,0.6,1,0.5,0,2,0.4,"relu",0,0.2,0.727655571023531,-33.3910447223589,0.14302256211495,1.34905434001045,0.0684863488090481,0.333294023469068,0.8,0.624298405527632,-9.14048617501298,0.0276680233395163,1.16168191907279,0.0353292361680122,0.17190086419256,17.2
383,0.8,1,1,0,2,0.1,"relu",0.6,0.1,0.881228371470975,-25.1630089675726,0.444621069109355,3.46239875122092,0.257630027910616,0.601412165915065,0,0.65442704419245,-9.80821253034308,-0.178264792552251,1.66123646718642,0.0887413524067165,0.234662518516657,11.6
384,0,0.8,0.75,0.25,1,0.2,"relu",0.8,0.4,0.882004060009184,-25.4009812431154,0.437752657102188,3.28503273369207,0.238773085742941,0.60165866908099,0,0.655475258917395,-9.88002389033715,-0.246618357266608,1.62672372618303,0.0861817683034988,0.235852584366454,13.6
385,0.4,1,0,0.75,1,0.3,"relu",0.5,0.2,0.861074454374704,-26.7827170841656,0.392964661975201,3.00312091901849,0.222162950353382,0.56192811362977,0,0.64811674198739,-9.62052639078408,-0.11212178339104,1.55821761322807,0.0831895528198635,0.218594025626364,14
386,0.2,0.8,0.25,0.75,1,0.1,"relu",0.1,0.9,0.887468098753075,-24.4610856081938,0.468534866245276,4.12102695620779,0.275525691197061,0.620878237201505,0,0.650048028838538,-10.5691206675791,-0.389047122673103,1.85308834149658,0.089218695098515,0.223044828769492,14.2
387,0.6,0.4,0.5,0,2,0.4,"relu",0.8,0.2,0.774153567503707,-31.3344564782107,0.222553745194109,1.71374427935833,0.109243215865057,0.406735599901015,0,0.637699584743749,-9.17187746504732,-0.00275882750639326,1.29532590385833,0.0529555247030396,0.206478549759768,14.2
388,0.4,0.4,0.75,0.25,2,0.4,"relu",0.6,0.1,0.771151635702808,-31.4659296118647,0.219059519467452,1.72415023280156,0.106982926989747,0.401914321972515,0,0.644092886001912,-9.1585749330031,0.00811403663164795,1.31919713522716,0.0551622337379215,0.217040334787345,13.8
389,1,0,0.25,0.5,1,0.4,"relu",0.1,0.7,0.81025406616033,-29.9308648833297,0.277645994671944,2.00366758473424,0.142915937680245,0.463010886064522,0,0.654672454132635,-9.12326633153729,0.00553688465909164,1.38275313612285,0.0671728171026836,0.229837974783298,14
390,0,0,0,0.25,1,0.3,"relu",0.5,0,0.874589473507029,-25.8444624838561,0.424023266960331,3.31609547503481,0.234063934548315,0.589168018293838,0,0.64835493262097,-9.75486881282136,-0.138828511243955,1.62438823491636,0.0844824551832863,0.215633186254316,13
391,0.8,0.8,0.25,0,2,0.2,"relu",0,1,0.808204516669377,-29.7826264914899,0.286770895020409,2.01403283804095,0.147140348553245,0.461617003259276,0,0.631580269888348,-9.3278342407748,-0.0374647160166909,1.35984332087229,0.0606658711118217,0.204723711413801,16
392,0.2,0.4,0.5,0.5,1,0.3,"relu",0.9,1,0.841386125056328,-28.1066290089875,0.345363093523982,2.45458439771464,0.182197397173379,0.522205175695571,0,0.654233980094964,-9.41143167807379,-0.0595675944157468,1.45990354404657,0.072640094471823,0.224027526847997,13
393,0.2,0,0,1,1,0.4,"relu",0.9,0.6,0.827582057371144,-28.6161787645712,0.325722384862529,2.38342100669076,0.18240953758421,0.499808951306536,0.2,0.650741318828507,-9.46501864190795,-0.0820122015280379,1.52265384425944,0.077980307856275,0.217505254644304,13.6
394,1,0.8,1,1,2,0.3,"relu",0.1,0.6,0.818489405651156,-29.4521314723764,0.297307289480633,2.16301929517816,0.151718394310599,0.480523417857928,0,0.650653093583716,-9.30281543273739,-0.0150499770725475,1.3949628377329,0.0644009229322766,0.223217510169726,12.8
395,1,0.8,0.5,0.25,1,0.2,"relu",0.4,0.7,0.865821335451314,-26.3538695206813,0.407177589282818,3.12335970936329,0.224833139918026,0.572350002176945,0,0.65573899129259,-9.69898779200081,-0.122343896133938,1.56552737192489,0.0826384181845427,0.226349847467715,13.4
